sectperf;unit;geo;time;values
Government sector;Percentage of gross domestic product (GDP);Switzerland;2002-01-01;0.03
Government sector;Percentage of gross domestic product (GDP);Cyprus;2002-01-01;0.11
Government sector;Percentage of gross domestic product (GDP);Czechia;2002-01-01;0.25
Government sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2002-01-01;0.33
Government sector;Percentage of gross domestic product (GDP);Denmark;2002-01-01;0.18
Government sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2002-01-01;0.26
Government sector;Percentage of gross domestic product (GDP);Estonia;2002-01-01;0.12
Government sector;Percentage of gross domestic product (GDP);Spain;2002-01-01;0.15
Government sector;Percentage of gross domestic product (GDP);European Union (current composition);2002-01-01;0.23
Government sector;Percentage of gross domestic product (GDP);Finland;2002-01-01;0.34
Government sector;Percentage of gross domestic product (GDP);France;2002-01-01;0.36
Government sector;Percentage of gross domestic product (GDP);Croatia;2002-01-01;0.21
Government sector;Percentage of gross domestic product (GDP);Hungary;2002-01-01;0.32
Government sector;Percentage of gross domestic product (GDP);Ireland;2002-01-01;0.09
Government sector;Percentage of gross domestic product (GDP);Iceland;2002-01-01;0.69
Government sector;Percentage of gross domestic product (GDP);Italy;2002-01-01;0.19
Government sector;Percentage of gross domestic product (GDP);Japan;2002-01-01;0.29
Government sector;Percentage of gross domestic product (GDP);South Korea;2002-01-01;0.3
Government sector;Percentage of gross domestic product (GDP);Lithuania;2002-01-01;0.22
Government sector;Percentage of gross domestic product (GDP);Luxembourg;2002-01-01;0.15
Government sector;Percentage of gross domestic product (GDP);Latvia;2002-01-01;0.08
Government sector;Percentage of gross domestic product (GDP);Malta;2002-01-01;0.04
Government sector;Percentage of gross domestic product (GDP);Netherlands;2002-01-01;0.22
Government sector;Percentage of gross domestic product (GDP);Norway;2002-01-01;0.26
Government sector;Percentage of gross domestic product (GDP);Poland;2002-01-01;0.25
Government sector;Percentage of gross domestic product (GDP);Portugal;2002-01-01;0.14
Government sector;Percentage of gross domestic product (GDP);Romania;2002-01-01;0.09
Government sector;Percentage of gross domestic product (GDP);Russia;2002-01-01;0.28
Government sector;Percentage of gross domestic product (GDP);Slovenia;2002-01-01;0.33
Government sector;Percentage of gross domestic product (GDP);Slovakia;2002-01-01;0.15
Government sector;Percentage of gross domestic product (GDP);Turkey;2002-01-01;0.04
Government sector;Percentage of gross domestic product (GDP);United Kingdom;2002-01-01;0.15
Government sector;Percentage of gross domestic product (GDP);United States;2002-01-01;0.33
Higher education sector;Percentage of gross domestic product (GDP);Austria;2002-01-01;0.56
Higher education sector;Percentage of gross domestic product (GDP);Belgium;2002-01-01;0.4
Higher education sector;Percentage of gross domestic product (GDP);Bulgaria;2002-01-01;0.05
Higher education sector;Percentage of gross domestic product (GDP);Switzerland;2002-01-01;0.59
Higher education sector;Percentage of gross domestic product (GDP);Cyprus;2002-01-01;0.08
Higher education sector;Percentage of gross domestic product (GDP);Czechia;2002-01-01;0.17
Higher education sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2002-01-01;0.42
Higher education sector;Percentage of gross domestic product (GDP);Denmark;2002-01-01;0.56
Higher education sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2002-01-01;0.4
Higher education sector;Percentage of gross domestic product (GDP);Estonia;2002-01-01;0.34
Higher education sector;Percentage of gross domestic product (GDP);Spain;2002-01-01;0.29
Higher education sector;Percentage of gross domestic product (GDP);European Union (current composition);2002-01-01;0.4
Higher education sector;Percentage of gross domestic product (GDP);Finland;2002-01-01;0.62
Higher education sector;Percentage of gross domestic product (GDP);France;2002-01-01;0.41
Higher education sector;Percentage of gross domestic product (GDP);Croatia;2002-01-01;0.33
Higher education sector;Percentage of gross domestic product (GDP);Hungary;2002-01-01;0.25
Higher education sector;Percentage of gross domestic product (GDP);Ireland;2002-01-01;0.24
Higher education sector;Percentage of gross domestic product (GDP);Iceland;2002-01-01;0.45
Higher education sector;Percentage of gross domestic product (GDP);Italy;2002-01-01;0.36
Higher education sector;Percentage of gross domestic product (GDP);Japan;2002-01-01;0.42
Higher education sector;Percentage of gross domestic product (GDP);South Korea;2002-01-01;0.24
Higher education sector;Percentage of gross domestic product (GDP);Lithuania;2002-01-01;0.33
Higher education sector;Percentage of gross domestic product (GDP);Latvia;2002-01-01;0.16
Higher education sector;Percentage of gross domestic product (GDP);Malta;2002-01-01;0.15
Higher education sector;Percentage of gross domestic product (GDP);Netherlands;2002-01-01;0.61
Higher education sector;Percentage of gross domestic product (GDP);Norway;2002-01-01;0.44
Higher education sector;Percentage of gross domestic product (GDP);Poland;2002-01-01;0.19
Higher education sector;Percentage of gross domestic product (GDP);Portugal;2002-01-01;0.27
Higher education sector;Percentage of gross domestic product (GDP);Romania;2002-01-01;0.06
Higher education sector;Percentage of gross domestic product (GDP);Russia;2002-01-01;0.06
Higher education sector;Percentage of gross domestic product (GDP);Slovenia;2002-01-01;0.22
Higher education sector;Percentage of gross domestic product (GDP);Slovakia;2002-01-01;0.05
Higher education sector;Percentage of gross domestic product (GDP);Turkey;2002-01-01;0.33
Higher education sector;Percentage of gross domestic product (GDP);United Kingdom;2002-01-01;0.39
Higher education sector;Percentage of gross domestic product (GDP);United States;2002-01-01;0.35
Private non-profit sector;Percentage of gross domestic product (GDP);Austria;2002-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Belgium;2002-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Bulgaria;2002-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Cyprus;2002-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);Czechia;2002-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Denmark;2002-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2002-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Estonia;2002-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);Spain;2002-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);European Union (current composition);2002-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Finland;2002-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);France;2002-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);Iceland;2002-01-01;0.06
Private non-profit sector;Percentage of gross domestic product (GDP);Italy;2002-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Japan;2002-01-01;0.06
Private non-profit sector;Percentage of gross domestic product (GDP);South Korea;2002-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);Latvia;2002-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Malta;2002-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Netherlands;2002-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Poland;2002-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Portugal;2002-01-01;0.08
Private non-profit sector;Percentage of gross domestic product (GDP);Russia;2002-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Slovenia;2002-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Slovakia;2002-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);United Kingdom;2002-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);United States;2002-01-01;0.11
All sectors;Percentage of gross domestic product (GDP);Austria;2002-01-01;2.07
All sectors;Percentage of gross domestic product (GDP);Belgium;2002-01-01;1.89
All sectors;Percentage of gross domestic product (GDP);Bulgaria;2002-01-01;0.47
All sectors;Percentage of gross domestic product (GDP);Cyprus;2002-01-01;0.28
All sectors;Percentage of gross domestic product (GDP);Czechia;2002-01-01;1.1
All sectors;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2002-01-01;2.42
All sectors;Percentage of gross domestic product (GDP);Denmark;2002-01-01;2.44
All sectors;Percentage of gross domestic product (GDP);Euro area (19 countries);2002-01-01;1.81
All sectors;Percentage of gross domestic product (GDP);Estonia;2002-01-01;0.72
All sectors;Percentage of gross domestic product (GDP);Spain;2002-01-01;0.96
All sectors;Percentage of gross domestic product (GDP);European Union (current composition);2002-01-01;1.79
All sectors;Percentage of gross domestic product (GDP);Finland;2002-01-01;3.26
All sectors;Percentage of gross domestic product (GDP);France;2002-01-01;2.17
All sectors;Percentage of gross domestic product (GDP);Croatia;2002-01-01;0.95
All sectors;Percentage of gross domestic product (GDP);Hungary;2002-01-01;0.98
All sectors;Percentage of gross domestic product (GDP);Ireland;2002-01-01;1.06
All sectors;Percentage of gross domestic product (GDP);Iceland;2002-01-01;2.83
All sectors;Percentage of gross domestic product (GDP);Italy;2002-01-01;1.08
All sectors;Percentage of gross domestic product (GDP);Japan;2002-01-01;3.01
All sectors;Percentage of gross domestic product (GDP);South Korea;2002-01-01;2.27
All sectors;Percentage of gross domestic product (GDP);Lithuania;2002-01-01;0.66
All sectors;Percentage of gross domestic product (GDP);Latvia;2002-01-01;0.41
All sectors;Percentage of gross domestic product (GDP);Malta;2002-01-01;0.25
All sectors;Percentage of gross domestic product (GDP);Netherlands;2002-01-01;1.75
All sectors;Percentage of gross domestic product (GDP);Norway;2002-01-01;1.63
All sectors;Percentage of gross domestic product (GDP);Poland;2002-01-01;0.56
All sectors;Percentage of gross domestic product (GDP);Portugal;2002-01-01;0.72
All sectors;Percentage of gross domestic product (GDP);Romania;2002-01-01;0.38
All sectors;Percentage of gross domestic product (GDP);Russia;2002-01-01;1.16
All sectors;Percentage of gross domestic product (GDP);Slovenia;2002-01-01;1.44
All sectors;Percentage of gross domestic product (GDP);Slovakia;2002-01-01;0.56
All sectors;Percentage of gross domestic product (GDP);Turkey;2002-01-01;0.51
All sectors;Percentage of gross domestic product (GDP);United Kingdom;2002-01-01;1.63
All sectors;Percentage of gross domestic product (GDP);United States;2002-01-01;2.56
Business enterprise sector;Percentage of gross domestic product (GDP);Belgium;2003-01-01;1.28
Business enterprise sector;Percentage of gross domestic product (GDP);Bulgaria;2003-01-01;0.1
Business enterprise sector;Percentage of gross domestic product (GDP);Cyprus;2003-01-01;0.07
Business enterprise sector;Percentage of gross domestic product (GDP);Czechia;2003-01-01;0.7
Business enterprise sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2003-01-01;1.71
Business enterprise sector;Percentage of gross domestic product (GDP);Denmark;2003-01-01;1.74
Business enterprise sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2003-01-01;1.14
Business enterprise sector;Percentage of gross domestic product (GDP);Estonia;2003-01-01;0.26
Business enterprise sector;Percentage of gross domestic product (GDP);Greece;2003-01-01;0.18
Business enterprise sector;Percentage of gross domestic product (GDP);Spain;2003-01-01;0.55
Business enterprise sector;Percentage of gross domestic product (GDP);European Union (current composition);2003-01-01;1.13
Business enterprise sector;Percentage of gross domestic product (GDP);Finland;2003-01-01;2.33
Business enterprise sector;Percentage of gross domestic product (GDP);France;2003-01-01;1.33
